User_Name,Is_Local_Guide,User_Total_Reviews,Rating,Review_Date,Has_Image,Review_Text,Sentiment,Kategori_Operasional,Urgency_Level
Ngakan Gde Bayu Aditya,Ya,46,3,7 tahun lalu,Ya,"Menyediakan aneka penyetan khas surabaya seperti ikan ayam bebek goreng atau bakar dan aneka pelengkapnya dengan harga standard yang diikuti oleh kualitas rasa yang standard pula dan tidak terlalu spesial, jadi jangan berekpektasi yang …",Netral,"Produk/Makanan, Harga",Rendah
anieta ingne,Bukan,4,1,setahun lalu,Ya,Makanan gak enak kasih harga ngawur. Ayam goreng kering udang tusuk sate 1 tusuk isi 4 harga 40ribu Nasi 1 porsi 13ribu. Harga ngawur …,Negatif,"Produk/Makanan, Harga",Sedang
Adik Norma Siti Nurlaila,Bukan,7,1,setahun lalu,Ya,"After a long time ga pernah kesini, malem ini nyoba makan disini lagi dan ternyata WOW agak kaget yaa sm harga nya skrg😅 Paru 1 tusuk 48rb, es jeruk 25rb, makan di pinggir jalan, pas pesen mbak2nya nge …",Negatif,"Harga, Pelayanan/Staf",Sedang
jj888 group,Bukan,3,1,6 bulan lalu,Tidak,"Harga nya tdk masuk akal. Kita datang ber 4 Pesanan 3 tusuk udang,3 tusuk paru,1 ayam goreng,1 bebek goreng,Pete,Nasi dan es teh 4 harga total 481rb🫣sekelas penyetan ruangan tak ber AC. Rasa seperti pada umumnya penyetan pinggir jalan. …",Negatif,"Harga, Produk/Makanan",Sedang
Oki Sasongko,Bukan,1,1,7 bulan lalu,Tidak,"Kapok se kapok²nya, sy jg orang kuliner...minta daftar harga ga d kasih...mahal bgt, maksa beli dan coba rasanya ga karuan...klo gini resto dan pelayanannya ga baik, bakal mengecewakan pembeli yg lain",Negatif,"Harga, Pelayanan/Staf",Sedang
Achmad Fauzie,Bukan,1,1,3 bulan lalu,Tidak,sejujur nya harga nya gak masuk akal makan di sni mahal kali..gak sesuai expetasi...!!,Negatif,Harga,Sedang
Eka Muhamad,Bukan,5,1,setahun lalu,Ya,"Makanan gini habisnya 200k Gak masuk akal, Kasian yg ketipu. Rasa biasa gaada yg istimewa.. Semoga gaada yg ketipu lagi.",Negatif,"Harga, Produk/Makanan",Sedang
Cindy Caroline,Ya,324,1,2 tahun lalu,Ya,"harga relatif. dorang nya enak lembut, sambalnya juga enak tapi sayangnya dipertengahan makan nemu belatung 2 disambal bawangnya, diganti tapi sudah tidak pengen 🙏🏻 responnya juga seperti sudah biasa,tidak ada maaf juga sama sekali tapi ya sudah apa saya yang terlalu berekspetasi. pertama dan terakhir kesini sekian terima kasih🙏🏻 …",Negatif,"Produk/Makanan, Pelayanan/Staf",Tinggi
kholif nisa,Bukan,1,1,setahun lalu,Ya,Cukup sekali aja kesini. Harus lebih hati2 sih kalo milih tempat makan yang nggak ada tulisan harganya apalagi buat orang mendang mending kyk aku . Sambelnya enak. Tapi ya untuk harganya nggak wajar aja hahah. Nasi aja 13k es jeruk 25k.,Negatif,"Harga, Produk/Makanan",Sedang
aini alfia,Bukan,4,1,7 bulan lalu,Tidak,"kapok wes disini wkwk, buat kalian kalau mau kesini mending mikir2 dulu, harganya ngaco bener!!, buset ayam dada 2 (40rb×2 ), esteh 14rb nasi 14rb busett🥲, mana lgii paksu diliatin dari atas smpe kebawah,apa krna dia pake sandal jepit …",Negatif,"Harga, Pelayanan/Staf",Sedang
Deni Prasetio,Ya,11,1,setahun lalu,Ya,"Sangat tidak rekomended!! Masak segelas Es Jeruk 25 ribu, 2 piring nasi saja 26 ribu, segelas es BengBeng 27 ribu, 1 paha ayam kecil 33 ribu. …",Negatif,"Harga, Produk/Makanan",Sedang
Muhammad Nabil,Bukan,2,1,6 bulan lalu,Tidak,"Baru banget tadi siang makan disana Ya Allah karena udah laper lewat situ trs mampir. Rasa makanan standar, layanan biasa, tapi harga GAK MASUK AKAL cuyy. …",Negatif,"Harga, Produk/Makanan",Sedang
Keisha putri,Bukan,6,1,10 bulan lalu,Tidak,"makanan nya biasa saja, harganya overprice ngga dikasih tau juga berapa. layanan nya kurang baik dan tidak ramah suasana nya seram, suram, dan mengerikan",Negatif,"Harga, Pelayanan/Staf",Sedang
susanto ari,Ya,101,1,7 bulan lalu,Tidak,"Kena Jebakan Batman... Penjual terMAHAL untuk skala warung, karena kalau disebut restoran juga kurang relevan. Nasi sepiring 15rb, ikan Kakap 6 ons seharga 200rb, Jeruk Hangat 27rb. …",Negatif,"Harga, Produk/Makanan",Sedang
Putri Amelia,Bukan,6,1,setahun lalu,Ya,kaget bangett makan disinii harganyaa mahal bangett ga masukk akal bozz😭untuk sekelas makanan pinggiran yo ga ngene bozz😭ya mending maem di restoran layar kalo tau harganya sangat awikwok🥴mbok yo hargae dicantumnoo bozz iwakke hargae …,Negatif,"Harga, Produk/Makanan",Sedang
Irzan,Ya,14,2,7 tahun lalu,Ya,"Dulunya tempat ini adalah tempat favorit saya dan keluarga untuk makan bebek, disamping porsi bebek yang lebih besar pada umumnya, rasanya juga tidak kalah nikmat dibanding dengan tempat lainnya, meskipun ada harga yang harus dibayar dengan …",Positif,"Produk/Makanan, Harga",Rendah
Tawa kita,Bukan,1,1,2 tahun lalu,Ya,"Buat yang belum pernah makan disini.... gila harganya overpriced bangett Udang 1 tusuk isi 4, 40rb Bebek tanpa nasi 40rb …",Negatif,"Harga, Produk/Makanan",Sedang
Akbar Filayati,Bukan,1,1,8 bulan lalu,Ya,"Harga makanan mahal tidak masuk akal,+ Rasa gak enak sama sekali.",Negatif,"Harga, Produk/Makanan",Sedang
suka antarayasa,Ya,9,5,2 tahun lalu,Ya,"Pertama kali ke surabaya diajak makan disini, jadi keterusan tiap kesurabaya pengen mampir kesini karena memang bukanya 24 jam, makanannya enak dan harga terjangkau…. apalagi bebeknya, juara…",Positif,"Produk/Makanan, Harga",Rendah
YEA Jaya,Ya,67,1,2 tahun lalu,Ya,Menyesal makan disini kecewa serasa kerampokan..masa makan berdua dgn menu sate babat SM sate paru nasi es jeruk SM es teh 402.000 .. mending makan di BONCAFE tp puas.. buat pelajaran di kemudian hari KL makan di sini tanya harga nya trus …,Negatif,Harga,Sedang
Khaula Ayunani,Ya,27,1,setahun lalu,Ya,"jangan kaget sma harganya .. padahal sering kesini bberapa kali , tp perasaan ga semahal ini .. tp ini shock banget es jeruk 27ribu😭😭 nasi 13ribu🙂 hargnya buat menjerit …",Negatif,Harga,Sedang
bunawan hardi,Ya,14,1,setahun lalu,Tidak,Penjual nya emang berniat nngetok harga.... makanya ga ngasi harga di buku menu.... …,Negatif,"Harga, Pelayanan/Staf",Tinggi
Agung Hartadi,Ya,574,1,Diedit 10 bulan lalu,Tidak,Warung penyetan model sederhana tapi harganya mahal. Parahnya lagi harga tidak di cantumkan. Makanan di taruh di luar jadi kena angin dan debu jalan. Tidak rekomen.,Negatif,"Harga, Produk/Makanan",Sedang
agus setiyono,Ya,10,1,7 bulan lalu,Ya,Harganya bikin shock ternganga nganga pas bayar. Kok bisa sih jualan engga wajar gitu. Cantumin harga dong kalo jualan. Engga lagi lagi deh makan berdua abis 200 rb lebih,Negatif,Harga,Sedang
Lailly Gifiza,Ya,41,1,setahun lalu,Ya,Mau ke padin... Mikir2 dulu... Harga tidak transparan.. Suasana sepi masakannya tidak ada yg istimewa... Biasa aja kyk makanan rumahan. Harga selangit makan berdua hampir 300rb...pdhl cuma ikan bakar 1 ekor tempe 2 potong dan terong 1 …,Negatif,"Harga, Suasana/Tempat",Sedang
Lusiana Sari,Bukan,7,1,setahun lalu,Ya,makanan mahal bgtt rasa b aja 2 org habis 200k ikan gurame nasi 2 porsi ga lg deh kapok,Negatif,"Harga, Produk/Makanan",Sedang
rifqy kaffaha s,Bukan,3,1,5 bulan lalu,Tidak,"rasa biasa aja, overpriced, terlalu mahal, kualitas rendah, tempat jg kotor, gak ditunjukin list menu dan harga samsek, gak lagi",Negatif,"Harga, Suasana/Tempat",Sedang
afkar Romi,Bukan,4,1,setahun lalu,Ya,Ikan bakar gini doang 280rb blm trmasuk nasi . Kapook gak mau ksni lagi . Makan 5 org hbs 1.2jt . Dah kayak makan d resto mahal aja . Pdahal juga makanan pinggir jalan . Jangan ada lagi yg ksni . Dr pda kapokk,Negatif,"Harga, Produk/Makanan",Sedang
Malvin Destriadhi,Bukan,3,1,setahun lalu,Ya,GILA MAKAN 3 ayam + 1 Paru = IDR 200.000 Ga wajar sih Ini tempat makan …,Negatif,"Harga, Produk/Makanan",Sedang
Devi Saputra,Ya,33,1,setahun lalu,Ya,"Makanan B aja, malah cenderung uasiinn poll. Ga sambelnya, ga lauk nya asinn …",Negatif,Produk/Makanan,Sedang
mamitha,Ya,46,5,6 tahun lalu,Ya,suami suka bgt sama sambelnya kerasa segar. dan bisa pilih sendiri mau yg gak pedas atau pedas sekali.harganya emang sedikit mahal. Untuk ayam 22ribu untuk nasi putih 7rb . Tahu seribu. semoga pelayanan dan kebersihan ditingkatkan ya.,Positif,"Produk/Makanan, Harga",Rendah
Anya Gizella,Ya,9,1,setahun lalu,Ya,"Ga worth it makan dstu .. ikan bisa sehrga kepiting, Udh mau makan ank sy hmpir ketabrak grgr parkir pd g bener dsna. Semua hrga mnuman rata2 25.000 .. …",Negatif,"Produk/Makanan, Fasilitas/Parkir",Tinggi
I Putu Wiraguna,Ya,128,5,4 tahun lalu,Ya,"Tempatnya sepi sebelum makan malam, sambelnya enak banyak macamnya, pedasnya bisa di atur dan rekomended kalau suka pedes.",Positif,"Produk/Makanan, Suasana/Tempat",Rendah
Kaito Yuki,Bukan,1,1,10 bulan lalu,Ya,"Ayahku tiba² kangen makan di Padin ini, karena dulu banget sering makan di sini. Dikira harganya paling sekitaran 250k kayak makanan pinggir jalan lainnya, tapi ga nyangka hampir setengah juta begini 😂 Mohon maaf ga bermaksud jelekin tapi …",Netral,Harga,Rendah
Ulfa Aliyah,Ya,20,1,4 bulan lalu,Tidak,"HARGANYA MUAHAL, TDK BOLEH LAGI BAWA AIR DARI LUAR... EEHH KENA PAJAK LAGI,KITA YG BAYAR PPN NYA 10%.",Negatif,Harga,Sedang
Weda Pramana,Ya,14,1,7 bulan lalu,Tidak,"Makananny b aja tp harganya selangit,harusny kalo harga segitu sudah ber ac tempatny dan mewah,tp tempatny kyk warung biasa,kaget bgt,buat teman teman jgn makan disini kl ga mau makanan b aja harga selangit ke tujuh. …",Negatif,"Produk/Makanan, Harga",Sedang
m ade afriandi,Ya,191,5,4 tahun lalu,Ya,Rasanya kurang lengkap kalau ke Kota Surabaya ga mampir Padin Ikan Goreng-Bakar...apalagi malam hari makan Ikan Bakarnya dan sambal hangat pedasnya bikin nagih...good pisan lah,Positif,Produk/Makanan,Rendah
Memed Jack Jamhari,Ya,834,3,Diedit 4 tahun lalu,Ya,"Wow keren.... Sambelnya nendang 11 point. Bebekny kurang renyah....3.2 dr skala 4, Kebersihan 2.65 dr skala 4. …",Netral,Produk/Makanan,Rendah
Aulia Safitri,Ya,10,1,3 tahun lalu,Ya,"Pertama kali nyoba Padin dengan ekspektasi lumayan tinggi karena pernah direview oleh salah satu food vlogger. Menu yg kami pesan waktu itu adalah 2 porsi ayam kampung bakar + sambal + nasi, 2 es teh, dan 1 krupuk udang dengan total harga …",Netral,"Produk/Makanan, Harga",Rendah
Sandhy Agustiawan,Bukan,1,1,setahun lalu,Ya,"Rasa : biasa Harga : 3x lebih mahal dr yg d dapat Buat mendang mending sebaiknya jgn kesini, karena tidak ada harga dibuku menu, nasi putih 1 porsi aja 13 rb....",Negatif,"Produk/Makanan, Harga",Sedang
Emi Sinta,Bukan,3,1,setahun lalu,Ya,"Baru pertama kesini, nyesek sm hrg nya, saya pikir lauk udah include nasi sambal, ternyata dihitung sendiri"" wkwk.. ga worth it pol.. AWAS KETIPU, kayaknya yang makan disini rata"" org baru pertama, dimenu jg tidak ada harganya mungkin udah diseting seperti marketing nya",Negatif,Harga,Sedang
Nindi Sulistya,Bukan,3,1,7 bulan lalu,Tidak,"Harganya gak masuk akal Blas, kerapu 1 ekor kecil 280rb Kalo mau jual yg logis dikit ngasih harga,bukan krn gak mampu bayar ato gimana …",Negatif,Harga,Sedang
Muhammad Jafar,Ya,14,1,2 tahun lalu,Ya,"Super duper mahall...Makan berdua, habis 136rb Ayam bakar : 37rb x 2 Tempe : 1rb x 2 …",Negatif,Harga,Sedang
mustika Sarirusli,Bukan,7,5,5 bulan lalu,Tidak,"Jalan2 kesurabaya, nyoba makanan di warung padin. Masyaallah. Pas di makassar kepengen lagi . Se enak itu 🥰. Kl k surabaya pst ttp singga ke sini. …",Positif,Produk/Makanan,Rendah
Ika Utami Wahyu Ningsih,Ya,132,5,3 tahun lalu,Ya,"Cocok untuk penggemar ikan bakar/goreng.. Ada ikan gurame, ikan kakap merah/putih dengan pilihan sambal tomat, sambal petis (terfavorit), sambal bawang, dll …",Positif,Produk/Makanan,Rendah
Andrew Win,Ya,336,3,8 tahun lalu,Ya,Yang menjadi keunggulan ditempat ini adalah buka 24 jam. Rasa nya biasa saja dengan tarif yang amboii mahalnya. Tapi tempat ini selalu menjadi tujuan warga ibukota yg berwisata di surabaya. Its call goodwill dude,Netral,"Produk/Makanan, Harga",Rendah
Wildhan Abiyyu,Ya,23,5,setahun lalu,Ya,ANEH‼️ Makanan dan sambal seenak ini kok bisa rating dibawah 4. Nyesel ke Surabaya ga makan disini,Positif,Produk/Makanan,Rendah
Sely Tan,Bukan,8,1,7 bulan lalu,Ya,ga worth it bangett. Rasanya juga ga enak enak banget. Kamar mandinya perlu di renovasi sihh. Hmm,Negatif,"Produk/Makanan, Fasilitas/Parkir",Sedang
Ell Faro,Bukan,5,1,2 bulan lalu,Ya,Kapok pertama dan terakhir harga tidak sesuai dengan apa yg ada di tkp kebangetan sii,Negatif,Harga,Sedang
Lontis Dirgantara,Bukan,3,1,2 tahun lalu,Ya,"Gila si ini, sekelas McD aja makan banyak ga sampe 100k,eh ditempat ini aku dgetok harganya,paru sekecil itu satu tuusk 48k,ayam sekecil itu 33k,dan nasi ,sambel tempe harga terpisah ,bukan masalah kaum mendang mending ya guys,tapi ini …",Negatif,"Produk/Makanan, Harga",Sedang
Christin Br.Siagian,Ya,25,4,4 tahun lalu,Ya,Enakk sambalnya top deh deh.. cuma utk pelayan nya diharapkan pake masker jg dong. Kan msh pandemi... tempatnya jg smoga bisa lebih bagus lg biar lebih nyaman,Netral,"Produk/Makanan, Pelayanan/Staf",Rendah
Fathin Fahira,Bukan,5,1,2 tahun lalu,Ya,muahal bangett. noted ya! jadi kalo kesini makan bertiga siap uang 300k+ . padahal cuma makan udang ayam sama ikan aja :) . minumnya pun air dingin. habis 340ribu. B BANGET!!,Negatif,Harga,Sedang
Maseka Jogja,Ya,150,4,3 tahun lalu,Ya,"Jalan jalan ke jogja bersama kami @Jogja_baguus 082 242 668 419 Padin, …",Netral,Lainnya,Rendah
ocal Sophan,Ya,766,1,2 tahun lalu,Ya,"Rasa enak, tempat tidak terlalu bersih, pelayanan cepat. Sayangnya, di menu tidak ada harga.. dan harganya tidak masuk akal untuk lokasi …",Negatif,"Produk/Makanan, Harga",Sedang
Kautsaria Trilaksono,Ya,77,5,7 tahun lalu,Ya,"Salah satu warung makan legendaris di Surabaya, buka 24jam dengan beraneka ragam pilihan lauk. Sambel ulek pedesnya the best. …",Positif,Produk/Makanan,Rendah
Johanes Paulus,Ya,571,1,7 bulan lalu,Ya,makanan biasa saja relatif mahal dibandingkan rasanya,Negatif,"Produk/Makanan, Harga",Sedang
Andung Luwihono,Ya,44,5,setahun lalu,Ya,"Rumah makan buka 24 jam, macam-macam sambel tersedia",Positif,Produk/Makanan,Rendah
pramesheila ayu,Bukan,5,2,2 tahun lalu,Ya,"Tidak buat balik lagi, karna harganya bukan untuk penyetan kaki 5.. Mending sekalian makan di mall😓 430rb untuk 3 orang dengan masih ada pengamen mampir, pedagang mampir.. tidak …",Negatif,"Harga, Suasana/Tempat",Sedang
Ayang Aidila,Bukan,3,4,setahun lalu,Ya,"Secara makanan enak dan nyaman cuma kurang bersih aja dari toilet nya harus nya bisa lebih bersih lagi dari sisi tempat nya,,",Netral,"Produk/Makanan, Suasana/Tempat",Rendah
budi panji,Ya,292,2,6 tahun lalu,Ya,"Sangat mahal untuk kaki lima,rasa makanan biasa,sambal juga biasa,sekedar saran untuk pengelola agar menu dan harga di display di area",Negatif,"Harga, Produk/Makanan",Sedang
Richie Kentank,Ya,37,4,4 tahun lalu,Ya,"Enak, tapi lumayan Mahal, 1 ekor ikan Kakap goreng harga nya 100 rb, nasi putih 7 rb, es jeruk 18 rb. Jadi buat kalian yg mau kesini, jangan kaget ama harganya. Atau mending tanya dulu harga nya",Netral,"Harga, Produk/Makanan",Rendah
Uba Rahmat Setiawan,Ya,1208,5,7 tahun lalu,Ya,"Ikannya segar dan sambal mentahnya mantap abis, pokoknya kalau ke surabaya pasti mampir sini lagi",Positif,Produk/Makanan,Rendah
Muhammad Al fatih,Bukan,1,1,7 bulan lalu,Tidak,"Sumpah q nyesel makan siang disini, AQ fikir seperti di kota q, karena tempatnya tidak terlalu wah, biasa saja, ternyata mahal bangeet, jeruk hangatnya 27k, nasi 17k, menu tidak ada harga, cukup sekali saja ezt,",Negatif,"Harga, Produk/Makanan",Sedang
Effa Riva,Ya,188,3,7 tahun lalu,Ya,"Mknannya enak siih..mantap smbelnya bkin jontor.. cm kurang byk variasi ikannya,seandainya ada ikan pe,nila,lele dll psti sempurnaahh...buka 24jm loo jd bs mkn kpnpun bila laper dtg..cuuzz",Positif,Produk/Makanan,Rendah
Hahang Dwinanda,Bukan,6,2,setahun lalu,Ya,"Wakakakak... Baru baca review pas sampe rumah, lha kok banyak yg mirip... Dari dulu pas masih tenda, pilihan lauk masih jejer2 banyak, memang mahal disini. Sekarang sdh beda, Pilihan lauknya berkurang... Harganya jadi muuwaahal wakakakak... Kok aku ga baca review pas mo kesini to... 😄 Tau gitu ke mak yeye aja... …",Negatif,"Harga, Produk/Makanan",Sedang
Nur Hidayat Adi,Bukan,6,3,4 tahun lalu,Ya,Menu - Ikan Segar Gurame -+@105k - Ayam …,Netral,Produk/Makanan,Rendah
Guss Prams,Ya,51,5,2 tahun lalu,Ya,"Yg hobi sambal terutama sambal penyet sangat recomended, ada berbagai jenis samabal, buka 24 jam, ada ikan, ayam, udang, cumi..",Positif,Produk/Makanan,Rendah
Bambang Trenggono Muhammad,Ya,14,1,Diedit 6 tahun lalu,Ya,Gila aja makan bebek bakar yg ga ada empuk2nya harganya 70 ribu itupun ga nyediain nasi uduk. Es jeruk 20 rb sendiri padahal ga ada es dan disajiin pake plastik. Udah gitu tempatnya jorok banget ga ada bersih2nya.,Negatif,"Produk/Makanan, Suasana/Tempat",Sedang
DeviKS,Ya,338,4,3 tahun lalu,Ya,Banyak pilihan lauk..bisa dibakar atau digoreng. Sambal bisa pilih pedas/sedang...sambal tomat/terasi.,Positif,Produk/Makanan,Rendah
Agus Priambodo,Ya,463,3,7 tahun lalu,Ya,"Rasa lumayan, tempatnya luas, kebersihan cukup, lokasi strategis dekat pasar Blauran. Sayangnya menurut saya harganya cukup mahal untuk kelas depot seperti di Padin …",Netral,"Produk/Makanan, Harga",Rendah
Indah Ternate,Bukan,6,1,4 bulan lalu,Ya,"Tele, rasa ny g ikhlas bayar makanan mahal kyak gtu, g berkah kalian ksih makan klrga kalian",Negatif,"Harga, Produk/Makanan",Sedang
Josephine Kusumo,Ya,543,3,7 tahun lalu,Ya,"Enak sih sambelnya, ikan gurami juga ga bau tanah, TAPI terlalu over price untuk sekelas rumah makan yang seperti itu, tempatnya kurang bersih juga. Mahal karena Uda banyak artis yang datang, hati2 juga bagian kasir suka ngawur hitungnya",Negatif,"Produk/Makanan, Harga",Sedang
Cicilimut Cemutz,Ya,58,4,4 tahun lalu,Ya,"Banyak pilihan, tempat luas. Cuma harganya ya gitu. Ada rasa ada harga . Hehe",Netral,"Harga, Produk/Makanan",Rendah
Bulan Danmatahari,Bukan,4,1,sebulan lalu,Tidak,Harga mahal rasa lumayan aja. Dzalim banget.,Negatif,"Harga, Produk/Makanan",Sedang
Argia Dwi,Bukan,1,3,setahun lalu,Ya,"pertama dateng biasa aja ngiranya budget 30an bisa lah ayam ama es soalnya dari tampilan tempatnya mnurut saya memang biasa aja -dapur terlihat kotor,ditengah makan kepolah saya kok bnyk foto artis cari di tiktk ehh langsung muncul komenan …",Negatif,"Suasana/Tempat, Produk/Makanan",Sedang
Azhar Maulana,Ya,32,1,7 bulan lalu,Tidak,Makanya ga nyantumin harga anjir bgt wkwkwkw😮💨😮💨 MAHAL BANGETT mending cari Penyetan lain deh yang masuk akal harganya🤨 …,Negatif,Harga,Sedang
Liki Triwijaya,Bukan,50,5,7 tahun lalu,Ya,"Buka 24 jam, harga lumayan agak mahal, menurut orang Surabaya klo ke Surabaya harus makan disini. Sebenernya kayak lesehan bebakaran biasa, cuma ini buka 24 jam. Ada gurame, bebek, pete, dll. Porsi nasi banyak.",Netral,"Harga, Produk/Makanan",Rendah
Indah Ariana,Ya,163,5,setahun lalu,Ya,"Agak pricey, tapi enak . Gmn dong wkwk",Positif,"Harga, Produk/Makanan",Rendah
Ida Zulfah,Ya,11,2,3 tahun lalu,Ya,"Rasane biasa ae..regone beneran bikin melongo, makan ber 3 (2 ikan + 1 ayam + 3 minuman ) byr seharga 1 malam utk hotel sebelah 😱😱😱 sampe taktanya ulang ini harga beneran apa salah denger..oww tyt apa Krn bawa travel bag tau dr luar kota ya …",Negatif,"Harga, Produk/Makanan",Sedang
rian wahyu,Ya,54,4,9 tahun lalu,Ya,ramai berkunjung sebagai wisata kuliner malam hari...katanya salah satu wisata kuliner wajib malam hari kalau berkunjung ke surabaya...sambelnya mantapp bikin keringetan..menu lengkap dari ayam sampai ikan...bisa dibakar atau di goreng..es tehnya itu sejimbeng gede banget..bikin puas,Positif,Produk/Makanan,Rendah
Zuhrotul Laila,Bukan,2,1,2 bulan lalu,Tidak,"Rasa tdk enak, harga mahal banget. Cukup sekali",Negatif,"Produk/Makanan, Harga",Sedang
Liza M,Ya,30,3,8 tahun lalu,Ya,"Lapar malam di surabaya? Ga usah khawatir langsung samperin aja warung padin bebek 24 jam. Modelnya kaya warung nasi uduk di jakarta yg buka malam. Pilih makanan mulai dari ayam, babat, ikan, udang, tahu, tempe dll lalu bayar dikasir plus …",Positif,Produk/Makanan,Rendah
gepenk DOHC,Ya,8,1,10 bulan lalu,Ya,"hati"" yang mau makan disini harga terlalu overprice untuk sekelas kaki 5",Negatif,Harga,Sedang
Ardhy*,Ya,21,5,4 tahun lalu,Ya,"Wah..fav banget nih kalo balik dr club pasti mlipir kesini dulu, makanannya lumayan, sambelnya mantul, pelayanan cepet sat set sat set..😁, bersih, nyaman buat berbagai kalangan 👍 …",Positif,"Produk/Makanan, Pelayanan/Staf",Rendah
Amelyst Sandriana (Amel),Ya,36,3,Diedit 2 tahun lalu,Ya,"Lalapan atau penyetan yg mahal, tapi sambelnya enakk. Kesini kalo ada duit lebih aja 😄😄😄 Overpriced kalo untuk penyetan. …",Netral,"Harga, Produk/Makanan",Rendah
