User_Name,Is_Local_Guide,User_Total_Reviews,Rating,Review_Date,Has_Image,Review_Text
"Irzan","Ya","14","2","7 tahun lalu","Ya","Dulunya tempat ini adalah tempat favorit saya dan keluarga untuk makan bebek, disamping porsi bebek yang lebih besar pada umumnya, rasanya juga tidak kalah nikmat dibanding dengan tempat lainnya, meskipun ada harga yang harus dibayar dengan …"
"Tawa kita","Bukan","1","1","2 tahun lalu","Ya","Buat yang belum pernah makan disini.... gila harganya overpriced bangettttt Udang 1 tusuk isi 4, 40rb Bebek tanpa nasi 40rb …"
"Akbar Filayati","Bukan","1","1","8 bulan lalu","Ya","Harga makanan mahal tidak masuk akal,+ Rasa gak enak sama sekali."
"suka antarayasa","Ya","9","5","2 tahun lalu","Ya","Pertama kali ke surabaya diajak makan disini, jadi keterusan tiap kesurabaya pengen mampir kesini karena memang bukanya 24 jam, makanannya enak dan harga terjangkau…. apalagi bebeknya, juara…"
"YEA Jaya","Ya","67","1","2 tahun lalu","Ya","Menyesal makan disini kecewa serasa kerampokan..masa makan berdua dgn menu sate babat SM sate paru nasi es jeruk SM es teh 402.000 .. mending makan di BONCAFE tp puas.. buat pelajaran di kemudian hari KL makan di sini  tanya harga nya trus …"
"Khaula Ayunani","Ya","27","1","setahun lalu","Ya","jangan kaget sma harganya .. padahal sering kesini bberapa kali , tp perasaan ga semahal ini .. tp ini shock banget es jeruk 27ribu😭😭 nasi 13ribu🙂  hargnya buat menjerit …"
"bunawan hardi","Ya","14","1","setahun lalu","Tidak","Penjual nya emang berniat nngetok harga.... makanya ga  ngasi harga di buku menu.... …"
"Agung Hartadi","Ya","574","1","Diedit 10 bulan lalu","Tidak","Warung penyetan model sederhana tapi harganya mahal. Parahnya lagi harga tidak di cantumkan. Makanan di taruh di luar jadi kena angin dan debu jalan. Tidak rekomen."
"agus setiyono","Ya","10","1","7 bulan lalu","Ya","Harganya bikin shock ternganga nganga pas bayar. Kok bisa sih jualan engga wajar gitu. Cantumin harga dong kalo jualan. Engga lagi lagi deh makan berdua abis 200 rb lebih"
"Lailly Gifiza","Ya","41","1","setahun lalu","Ya","Mau ke padin... Mikir2 dulu... Harga tidak transparan.. Suasana sepi masakannya tidak ada yg istimewa... Biasa aja kyk makanan rumahan. Harga selangit makan berdua hampir 300rb...pdhl cuma ikan bakar 1 ekor tempe  2 potong dan terong 1 …"
"Lusiana Sari","Bukan","7","1","setahun lalu","Ya","makanan mahal bgttt rasa b aja 2 org habis 200k ikan gurame nasi 2 porsi ga lg deh kapok"
"rifqy kaffaha s","Bukan","3","1","5 bulan lalu","Tidak","rasa biasa aja, overpriced, terlalu mahal, kualitas rendah, tempat jg kotor, gak ditunjukin list menu dan harga samsek, gak lagi"
"afkar Romi","Bukan","4","1","setahun lalu","Ya","Ikan bakar gini doang 280rb blm trmasuk nasi . Kapoook gak mau ksni lagi . Makan 5 org hbs 1.2jt . Dah kayak makan d resto mahal aja . Pdahal juga makanan pinggir jalan . Jangan ada lagi yg ksni . Dr pda kapokkkk"
"Malvin Destriadhi","Bukan","3","1","setahun lalu","Ya","GILA MAKAN 3 ayam + 1 Paru = IDR 200.000 Ga wajar sih Ini tempat makan …"
"Devi Saputra","Ya","33","1","setahun lalu","Ya","Makanan B aja, malah cenderung uasiiinnnnn polll. Ga sambelnya, ga lauk nya asinnnn …"
"mamitha","Ya","46","5","6 tahun lalu","Ya","suami suka bgt sama sambelnya kerasa segar. dan bisa pilih sendiri mau yg gak pedas atau pedas sekali.harganya emang sedikit mahal. Untuk ayam 22ribu untuk nasi putih 7rb . Tahu seribu. semoga pelayanan dan kebersihan ditingkatkan ya."
"Anya Gizella","Ya","9","1","setahun lalu","Ya","Ga worth it makan dstu .. ikan bisa sehrga kepiting, Udh mau makan ank sy hmpir ketabrak grgr parkir pd g bener dsna. Semua hrga mnuman rata2 25.000 .. …"
"I Putu Wiraguna","Ya","128","5","4 tahun lalu","Ya","Tempatnya sepi sebelum makan malam, sambelnya enak banyak macamnya,  pedasnya bisa di atur dan rekomended kalau suka pedes."
"Kaito Yuki","Bukan","1","1","10 bulan lalu","Ya","Ayahku tiba² kangen makan di Padin ini, karena dulu banget sering makan di sini. Dikira harganya paling sekitaran 250k kayak makanan pinggir jalan lainnya, tapi ga nyangka hampir setengah juta begini 😂 Mohon maaf ga bermaksud jelekin tapi …"
"Ulfa Aliyah","Ya","20","1","4 bulan lalu","Tidak","HARGANYA MUAHAL, TDK BOLEH LAGI BAWA AIR DARI LUAR... EEHH KENA PAJAK LAGI,KITA YG BAYAR PPN NYA 10%."
"Weda Pramana","Ya","14","1","7 bulan lalu","Tidak","Makananny b aja tp harganya selangit,harusny kalo harga segitu sudah ber ac tempatny dan mewah,tp tempatny kyk warung biasa,kaget bgt,buat teman teman jgn makan disini kl ga mau makanan b aja harga selangit ke tujuh. …"
"m ade afriandi","Ya","191","5","4 tahun lalu","Ya","Rasanya kurang lengkap kalau ke Kota Surabaya ga mampir Padin Ikan Goreng-Bakar...apalagi malam hari makan Ikan Bakarnya dan sambal hangat pedasnya bikin nagih...good pisan lah"
"Memed Jack Jamhari","Ya","834","3","Diedit 4 tahun lalu","Ya","Wow keren.... Sambelnya nendang 11 point. Bebekny kurang renyah....3.2 dr skala 4, Kebersihan 2.65 dr skala 4. …"
"Aulia Safitri","Ya","10","1","3 tahun lalu","Ya","Pertama kali nyoba Padin dengan ekspektasi lumayan tinggi karena pernah direview oleh salah satu food vlogger. Menu yg kami pesan waktu itu adalah 2 porsi ayam kampung bakar + sambal + nasi, 2 es teh, dan 1 krupuk udang dengan total harga …"
"Sandhy Agustiawan","Bukan","1","1","setahun lalu","Ya","Rasa : biasa Harga : 3x lebih mahal dr yg d dapat Buat mendang mending sebaiknya jgn kesini, karena tidak ada harga dibuku menu, nasi putih 1 porsi aja 13 rb...."
"Emi Sinta","Bukan","3","1","setahun lalu","Ya","Baru pertama kesini, nyesek sm hrg nya, saya pikir lauk udah include nasi sambal, ternyata dihitung sendiri"" wkwk.. ga worth it pol.. AWAS KETIPU, kayaknya yang makan disini rata"" org baru pertama, dimenu jg tidak ada harganya mungkin udah diseting seperti marketing nya"
"Nindi Sulistya","Bukan","3","1","7 bulan lalu","Tidak","Harganya gak masuk akal Blas, kerapu 1 ekor kecil 280rb Kalo mau jual yg logis dikit ngasih harga,bukan krn gak mampu bayar ato gimana …"
"Muhammad Jafar","Ya","14","1","2 tahun lalu","Ya","Super duper mahalllll...Makan berdua, habis 136rb Ayam bakar : 37rb x 2 Tempe : 1rb x 2 …"
"mustika Sarirusli","Bukan","7","5","5 bulan lalu","Tidak","Jalan2 kesurabaya, nyoba makanan di warung padin. Masyaallah. Pas di makassar kepengen lagi . Se enak itu 🥰. Kl k surabaya pst ttp singga ke sini. …"
"Ika Utami Wahyu Ningsih","Ya","132","5","3 tahun lalu","Ya","Cocok untuk penggemar ikan bakar/goreng.. Ada ikan gurame, ikan kakap merah/putih dengan pilihan sambal tomat, sambal petis (terfavorit), sambal bawang, dll …"
"Andrew Win","Ya","336","3","8 tahun lalu","Ya","Yang menjadi keunggulan ditempat ini adalah buka 24 jam. Rasa nya biasa saja dengan tarif yang amboii mahalnya. Tapi tempat ini selalu menjadi tujuan warga ibukota yg berwisata di surabaya. Its call goodwill dude"
"Wildhan Abiyyu","Ya","23","5","setahun lalu","Ya","ANEH‼️ Makanan dan sambal seenak ini kok bisa rating dibawah 4. Nyesel ke Surabaya ga makan disini"
"Sely Tan","Bukan","8","1","7 bulan lalu","Ya","ga worth it bangett. Rasanya juga ga enak enak banget. Kamar mandinya perlu di renovasi sihh. Hmm"
"Ell Faro","Bukan","5","1","2 bulan lalu","Ya","Kapok pertama dan terakhir harga tidak sesuai dengan apa yg ada di tkp kebangetan siii"
"Lontis Dirgantara","Bukan","3","1","2 tahun lalu","Ya","Gila si ini, sekelas McD aja makan banyak ga sampe 100k,eh ditempat ini aku dgetok harganya,paru sekecil itu satu tuusk 48k,ayam sekecil itu 33k,dan nasi ,sambel tempe harga terpisah ,bukan masalah kaum mendang mending ya guys,tapi ini …"
"Christin Br.Siagian","Ya","25","4","4 tahun lalu","Ya","Enakk sambalnya top deh deh.. cuma utk pelayan nya diharapkan pake masker jg dong. Kan msh pandemi... tempatnya jg smoga bisa lebih bagus lg biar lebih nyaman"
"Fathin Fahira","Bukan","5","1","2 tahun lalu","Ya","muahal bangett. noted ya! jadi kalo kesini makan bertiga siap uang 300k+ . padahal cuma makan udang ayam sama ikan aja :) . minumnya pun air dingin. habis 340ribu. B BANGET!!"
"Maseka Jogja","Ya","150","4","3 tahun lalu","Ya","Jalan jalan ke jogja bersama kami @Jogja_baguus 082 242 668 419  Padin, …"
"ocal Sophan","Ya","766","1","2 tahun lalu","Ya","Rasa enak, tempat tidak terlalu bersih, pelayanan cepat.  Sayangnya, di menu tidak ada harga.. dan harganya tidak masuk akal untuk lokasi …"
"Kautsaria Trilaksono","Ya","77","5","7 tahun lalu","Ya","Salah satu warung makan legendaris di Surabaya, buka 24jam dengan beraneka ragam pilihan lauk. Sambel ulek pedesnya the best. …"
"Johanes Paulus","Ya","571","1","7 bulan lalu","Ya","makanan biasa saja relatif mahal dibandingkan rasanya"
"Andung Luwihono","Ya","44","5","setahun lalu","Ya","Rumah makan buka 24 jam, macam-macam sambel tersedia"
"pramesheila ayu","Bukan","5","2","2 tahun lalu","Ya","Tidak buat balik lagi, karna harganya bukan untuk penyetan kaki 5.. Mending sekalian makan di mall😓 430rb untuk 3 orang dengan masih ada pengamen mampir, pedagang mampir.. tidak …"
"Ayang Aidila","Bukan","3","4","setahun lalu","Ya","Secara makanan enak dan nyaman cuma kurang bersih aja dari toilet nya harus nya bisa lebih bersih lagi dari sisi tempat nya,,"
"budi panji","Ya","292","2","6 tahun lalu","Ya","Sangat mahal untuk kaki lima,rasa makanan biasa,sambal juga biasa,sekedar saran untuk pengelola agar menu dan harga di display di area"
"Richie Kentank","Ya","37","4","4 tahun lalu","Ya","Enak, tapi lumayan Mahal, 1 ekor ikan Kakap goreng harga nya 100 rb, nasi putih 7 rb, es jeruk 18 rb. Jadi buat kalian yg mau kesini, jangan kaget ama harganya. Atau mending tanya dulu harga nya"
"Uba Rahmat Setiawan","Ya","1208","5","7 tahun lalu","Ya","Ikannya segar dan sambal mentahnya mantap abis,  pokoknya kalau ke surabaya pasti mampir sini lagi"
"Muhammad Al fatih","Bukan","1","1","7 bulan lalu","Tidak","Sumpah q nyesel makan siang disini, AQ fikir seperti di kota q, karena tempatnya tidak terlalu wah, biasa saja, ternyata mahal bangeeet, jeruk hangatnya 27k, nasi 17k, menu tidak ada harga, cukup sekali saja ezt,"
"Effa Riva","Ya","188","3","7 tahun lalu","Ya","Mknannya enak siih..mantap smbelnya bkin jontor.. cm kurang byk variasi ikannya,seandainya ada ikan pe,nila,lele dll psti sempurnaaahh...buka 24jm loo jd bs mkn kpnpun bila laper dtg..cuuuzzz"
"Hahang Dwinanda","Bukan","6","2","setahun lalu","Ya","Wakakakak... Baru baca review pas sampe rumah, lha kok banyak yg mirip... Dari dulu pas masih tenda, pilihan lauk masih jejer2 banyak, memang mahal disini. Sekarang sdh beda, Pilihan lauknya berkurang... Harganya jadi muuwaahal wakakakak... Kok aku ga baca review pas mo kesini to... 😄 Tau gitu ke mak yeye aja... …"
"Nur Hidayat Adi","Bukan","6","3","4 tahun lalu","Ya","Menu - Ikan Segar Gurame -+@105k - Ayam …"
"Guss Prams","Ya","51","5","2 tahun lalu","Ya","Yg hobi sambal terutama sambal penyet sangat recomended, ada berbagai jenis samabal, buka 24 jam,  ada ikan, ayam, udang, cumi.."
"Bambang Trenggono Muhammad","Ya","14","1","Diedit 6 tahun lalu","Ya","Gila aja makan bebek bakar yg ga ada empuk2nya harganya 70 ribu itupun ga nyediain nasi uduk. Es jeruk 20 rb sendiri padahal ga ada es dan disajiin pake plastik. Udah gitu tempatnya jorok banget ga ada bersih2nya."
"DeviKS","Ya","338","4","3 tahun lalu","Ya","Banyak pilihan lauk..bisa dibakar atau digoreng. Sambal bisa pilih pedas/sedang...sambal tomat/terasi."
"Agus Priambodo","Ya","463","3","7 tahun lalu","Ya","Rasa lumayan, tempatnya luas, kebersihan cukup, lokasi strategis dekat pasar Blauran. Sayangnya menurut saya harganya cukup mahal untuk kelas depot seperti di Padin …"
"Indah Ternate","Bukan","6","1","4 bulan lalu","Ya","Tele, rasa ny g ikhlas bayar makanan mahal kyak gtu, g berkah kalian ksih makan klrga kalian"
"Josephine Kusumo","Ya","543","3","7 tahun lalu","Ya","Enak sih sambelnya, ikan gurami juga ga bau tanah, TAPI terlalu over price untuk sekelas rumah makan yang seperti itu, tempatnya kurang bersih juga. Mahal karena Uda banyak artis yang datang, hati2 juga bagian kasir suka ngawur hitungnya"
"Cicilimut Cemutz","Ya","58","4","4 tahun lalu","Ya","Banyak pilihan, tempat luas. Cuma harganya ya gitu. Ada rasa ada harga . Hehe"
"Bulan Danmatahari","Bukan","4","1","sebulan lalu","Tidak","Harga mahal rasa lumayan aja. Dzalim banget."
"Argia Dwi","Bukan","1","3","setahun lalu","Ya","pertama dateng biasa aja ngiranya budget 30an bisa lah ayam ama es soalnya dari tampilan tempatnya mnurut saya memang biasa aja -dapur terlihat kotor,ditengah makan kepolah saya kok bnyk foto artis cari di tiktk ehhh langsung muncul komenan …"
"Azhar Maulana","Ya","32","1","7 bulan lalu","Tidak","Makanya ga nyantumin harga anjir bgt wkwkwkw😮‍💨😮‍💨 MAHAL BANGETT mending cari Penyetan lain deh yang masuk akal harganya🤨 …"
"Liki Triwijaya","Bukan","50","5","7 tahun lalu","Ya","Buka 24 jam, harga lumayan agak mahal, menurut orang Surabaya klo ke Surabaya harus makan disini. Sebenernya kayak lesehan bebakaran biasa, cuma ini buka 24 jam. Ada gurame, bebek, pete, dll. Porsi nasi banyak."
"Indah Ariana","Ya","163","5","setahun lalu","Ya","Agak pricey, tapi enak . Gmn dong wkwk"
"Ida Zulfah","Ya","11","2","3 tahun lalu","Ya","Rasane biasa ae..regone beneran bikin melongo, makan ber 3 (2 ikan + 1 ayam  + 3 minuman ) byr seharga 1 malam utk hotel sebelah 😱😱😱  sampe taktanya ulang ini harga beneran apa salah denger..oww tyt apa Krn bawa travel bag tau dr luar kota ya …"
"rian wahyu","Ya","54","4","9 tahun lalu","Ya","ramai berkunjung sebagai wisata kuliner malam hari...katanya salah satu wisata kuliner wajib malam hari kalau berkunjung ke surabaya...sambelnya mantappp bikin keringetan..menu lengkap dari ayam sampai ikan...bisa dibakar atau di goreng..es tehnya itu sejimbeng gede banget..bikin puas"
"Zuhrotul Laila","Bukan","2","1","2 bulan lalu","Tidak","Rasa tdk enak, harga mahal banget. Cukup sekali"
"Liza M","Ya","30","3","8 tahun lalu","Ya","Lapar malam di surabaya? Ga usah khawatir langsung samperin aja warung padin bebek 24 jam. Modelnya kaya warung nasi uduk di jakarta yg buka malam. Pilih makanan mulai dari ayam, babat, ikan, udang, tahu, tempe dll lalu bayar dikasir plus …"
"gepenk DOHC","Ya","8","1","10 bulan lalu","Ya","hati"" yang mau makan disini harga terlalu overprice untuk sekelas kaki 5"
"Ardhy*","Ya","21","5","4 tahun lalu","Ya","Wah..fav banget nih kalo balik dr club pasti mlipir kesini dulu, makanannya lumayan, sambelnya mantul, pelayanan cepet sat set sat set..😁, bersih, nyaman buat berbagai kalangan 👍 …"
"Amelyst Sandriana (Amel)","Ya","36","3","Diedit 2 tahun lalu","Ya","Lalapan atau penyetan yg mahal, tapi sambelnya enakkkkkk. Kesini kalo ada duit lebih aja 😄😄😄 Overpriced kalo untuk penyetan. …"
"Anisa R. Ramadana","Ya","64","5","7 tahun lalu","Ya","Tempatnya nyaman, lumayan bersih. Harganya sih mahal tapi rasanya bolehlah bagi yang suka pedes."
"Adam Verdian","Ya","62","1","setahun lalu","Ya","Kemahalan, gak masuk akal, rasa biasa aja. Spesialnya cuman bisa pilih sambal."
"Ri Yanto","Bukan","3","1","8 bulan lalu","Tidak","Maaf kita juga owner kuliner juga tapi ya ngk segitunya Mau udah pernah disinggahi artis atau yg lain Harga ngk masuk akal …"
"Niken Kiss","Ya","65","1","6 tahun lalu","Ya","Gatau lagi dah aku syok kali pas bayar 🤣 bebek jg g gde , kasinann kali pdhl aq org yg suka asin tp mnrt ku bebek nya bner2 asin, ya kali nasi aja 7rb esteh 8rb bner2 deh ngrjain org. Masakan b aja ,mlah lbh enk d cabang purnama (warung …"
"Ridolf Silaen","Bukan","2","3","2 bulan lalu","Tidak","Rasa ya tergantung selera tp harganya melebihi bintang 5"
"aris hermawan","Ya","260","2","6 tahun lalu","Ya","Gorengnya terlalu kering, jdi keras, bumbu kurang merasuk Harga tdk sesuai rasa"
"Indri Aprilya","Bukan","1","1","8 bulan lalu","Tidak","Harganya super gak ngotak makan ber 5 abis 980.000 mending  makan di layar gurami bakar 250.000, trs ikan bawal 330.000 mohon di kasik harga lama2 bisa tutup itu"
"Neny Haryun","Ya","40","3","7 tahun lalu","Ya","Tempat makan Penyetan , di Sby. Banyak pilihan lauknya (baik goreng maupun bakar) dan juga buka 24 jam. Harga cukup mahal sih.. set porsi sperti di foto ini, 110rb. Saran saya, utk yg lagi ""kanker"", tanya dulu harga laukny, baru pesan..hehehe... :)"
"Venda Intan","Ya","121","4","6 tahun lalu","Ya","Yang makan di sini pasti keturunan sultan. Harga pricey tapi tempat ini iconic di Surabaya. Bahkan artis banyak yang mampir kemari. Untung sambelnya wenak."
"Eka Mangundikaryo","Bukan","2","1","setahun lalu","Tidak","Dengan sungguh2  sy sarankan jangan makan disini. Harga mahaaaaaal utk ukuran pinggir jalan. Rasa juga ga istimewa. Tempat tdk bersih, dapur kotor . Rumah makan ini bisa diblg penipu, bebek sinjay saja makan berdua sdh komplit dgn bebek,nasi,sambal cuma 70rb. Di sini bisa 250rb."
"edwp","Ya","85","5","setahun lalu","Ya","Cocok untuk yang lapar subuh². Buka 24jam. Goreng nya kering & gurih. Sambal nya oke"
"gratia santoso","Ya","67","3","4 tahun lalu","Ya","Lokasi mudah dijangkau, pilihan menu ada ayam, bebek, ikan gurame, udang, paru, ati ayam, tempe, tahu. Sambal beragam, porsi nasi cukup, tdk ada AC hanya kipas, lokasi cukup, pelayanan cepat, yg minus HARGANYA MAHAL….menurut saya kurang …"
"Kevin Jehezkiel Muntu","Ya","23","1","3 bulan lalu","Tidak","mahal banget yaoloh, bismillah semua Bebek Ayam milik Allah"
"black boy white boy","Bukan","100","1","9 bulan lalu","Tidak","Hati hati kalau mau makan disini nasi nya 43.000 Nasi doang 25.0000 …"
"Anang Ma'ruf","Bukan","1","1","7 bulan lalu","Tidak","sangat kecewa, katalog harga seharusnya tertera daftar menu dan harga, melihat lokasi tempat dan harga sangat tidak wajar. sangat tidak recomennnn!!! harga terlalu mahal ga sesuaiiii!! 👎👎 …"
"Yanis Shabrina","Ya","25","1","11 bulan lalu","Tidak","Penyetan di surabaya yg harganya muaaaaahaaaaaal bnget.. cukup sekali aja kesini .. nasi putih 14.000 sepiring . Ayam greng 45 rbu.. …"
"Fatma Laila Agustin","Bukan","1","1","setahun lalu","Tidak","Luaraaang ciiok.. ga umum, aku suka makan makanan mahal, tapi dengan sekelas WARUNG PINGGIR JALAN iku ga umum . Kebetulan hari ini tanggal 9 Juli 2025 jam 19.00 . td pesan : …"
"heiddy taka","Ya","23","1","5 tahun lalu","Ya","ikannya uda basi, baunya ga enak dagingnya uda hancur. tp tetep masih dijual. waktu dikasih tau baik-baik ke pemiliknya ga mau minga maaf. malah berkilah kalau bau ikan air laut memang baunya begitu. dia ga tau saya ini dr papua yg tiap …"
"Vanessa Ziandry","Bukan","11","1","10 bulan lalu","Tidak","Ditanya harga tidak jawab Nasi putih di tempat lain bisa dapat 3 porsi di sana cuma 1porsi Es jeruk 27rb …"
"tahu ponk","Bukan","1","1","3 bulan lalu","Ya","hambar, cukup sekali aja. thx."
"tri sutrisno","Ya","123","2","6 tahun lalu","Ya","Dari jaman dulu ""Padin"" emang mahal bngetz klu hrg g sesuai sm besar ikannya, ntuk rasa jg biasa ja kyak warung tenda pinggir jln malah lbih enak cuman menurut sy sambelnya ja yg klu suka pedes bisa di ulang, dg brjalannya waktu padin g …"
